{CODIGO=POSRANGP, NOMBRE=CONTIENE EL NUMERO FINAL PARA EL RANGO DE CONSULTAS PAGINADAS., TIPO=N, VALOR=50, LOGIN=GAMBLE, FECHAUPD=2021-03-01 00:13:27.0, APLICACION=6, VERSION=0}
{CODIGO=SALCARVE, NOMBRE=EXPORTA LOS SALDOS DE LOS VENDEDORES DESDE FINANZAS A GAMBLE: NIT;CUENTA;NATURALEZA( + / - ), TIPO=A, VALOR=12345;10152002;+, LOGIN=GAMBLE, FECHAUPD=2011-04-20 00:00:00.0, APLICACION=6, VERSION=0}
{CODIGO=ACTPAGFO, NOMBRE=ACTIVAR VALOR A PAGAR POR FORMULARIO, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2011-08-07 23:48:56.0, APLICACION=7, VERSION=0}
{CODIGO=IPPUASTR, NOMBRE=IPs y PUERTOS DE CONFIGURACION ASTRO CODESA POR EMPRESA(codEmpr1=ip:puerto1;codEmpr2=ip:puerto2), TIPO=A, VALOR=7609=10.11.6.3:1573;1902=10.11.6.3:6071;5201=10.11.6.3:6081, LOGIN=GAMBLE, FECHAUPD=2010-01-19 00:00:00.0, APLICACION=11, VERSION=0}
{CODIGO=TIOUASTR, NOMBRE=Time Out Codesa Transaccion Astro(segundos), TIPO=N, VALOR=10, LOGIN=GAMBLE, FECHAUPD=2023-06-25 21:43:37.0, APLICACION=11, VERSION=0}
{CODIGO=ACTUIPPU, NOMBRE=Controla si se debe actualizar en memoria del web service astro mayo el parametro IPPUASTR , TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2010-01-19 00:00:00.0, APLICACION=11, VERSION=0}
{CODIGO=URLBDIND, NOMBRE=URL BD ASTRO INDIR(ip;listener;sid;user;password;min conn;max conn), TIPO=A, VALOR=10.200.10.204;1521;SIMS;GAMBLE;GAMBLE;2;10, LOGIN=GAMBLE, FECHAUPD=2011-02-03 00:00:00.0, APLICACION=11, VERSION=0}
{CODIGO=ASTTPOVT, NOMBRE=TIPO VENTA A ANULAR  EN PROCESO BATCH (D/I). TIPO  VENTA DIRECTA O INDIRECTA, TIPO=A, VALOR=D, LOGIN=GAMBLE, FECHAUPD=2011-02-25 16:42:27.0, APLICACION=5, VERSION=0}
{CODIGO=ASTRHCIE, NOMBRE=HORA DE CIERRE PARA LA LOTERIA ASTRO, TIPO=A, VALOR=451415552210, LOGIN=GAMBLE, FECHAUPD=2010-06-12 00:00:00.0, APLICACION=11, VERSION=0}
{CODIGO=TIJUREES, NOMBRE=TIPOS DE JUEGO REDONDEO ESCRUTINIO FORMATO(##,##,) TERMINA EN COMA, TIPO=A, VALOR=37,, LOGIN=GAMBLE, FECHAUPD=2011-08-07 23:49:02.0, APLICACION=5, VERSION=0}
{CODIGO=CONESTRI, NOMBRE=Nombre del servicio de la Base de Datos, TIPO=A, VALOR=GAMBLE, LOGIN=GAMBLE, FECHAUPD=2011-08-07 23:49:14.0, APLICACION=6, VERSION=0}
{CODIGO=SORBINGO, NOMBRE=SORTEO DE BINGO PARA PROCESO PREMIACION/REVERSA, TIPO=A, VALOR=85, LOGIN=GAMBLE, FECHAUPD=2011-08-07 23:49:16.0, APLICACION=7, VERSION=1}
{CODIGO=CJSCTASP, NOMBRE=FILTRO DE CUENTAS EN CONSULTAS DE CAJAS, TIPO=A, VALOR= , LOGIN=GAMBLE, FECHAUPD=2011-08-07 23:49:17.0, APLICACION=5, VERSION=1}
{CODIGO=REFELOG, NOMBRE=Login del asesor para referidos, TIPO=A, VALOR=jperez, LOGIN=GAMBLE, FECHAUPD=2011-08-07 23:49:18.0, APLICACION=6, VERSION=0}
{CODIGO=REFECANL, NOMBRE=Id del canal , TIPO=A, VALOR=23, LOGIN=GAMBLE, FECHAUPD=2011-08-07 23:49:18.0, APLICACION=6, VERSION=0}
{CODIGO=LOTSTMHM, NOMBRE=LOTERIAS HORARIO MANANA (PROCESO MULTIPLES TOPES), TIPO=A, VALOR=0, LOGIN=GAMBLE, FECHAUPD=2011-08-07 23:49:19.0, APLICACION=5, VERSION=1}
{CODIGO=LOTSTMHT, NOMBRE=LOTERIAS HORARIO TARDE-NOCHE (PROCESO MULTIPLES TOPES), TIPO=A, VALOR=0, LOGIN=GAMBLE, FECHAUPD=2011-08-07 23:49:19.0, APLICACION=5, VERSION=1}
{CODIGO=LOTSTMPR, NOMBRE=PRODUCTOS (PROCESO MULTIPLES TOPES), TIPO=A, VALOR=0, LOGIN=GAMBLE, FECHAUPD=2011-08-07 23:49:19.0, APLICACION=5, VERSION=1}
{CODIGO=LOTSHORP, NOMBRE=LOTERIAS HORA PERMITIDA PROCESO (PROCESO MULTIPLES TOPES), TIPO=A, VALOR=0, LOGIN=GAMBLE, FECHAUPD=2011-08-07 23:49:19.0, APLICACION=5, VERSION=1}
{CODIGO=NITSAHOR, NOMBRE=NIT DE LOS PROVEEDORES DE OTROS SERVICIOS PARA EL AHORRO EN V_TOTALVNETAS NEGOCIO SEPARADOS POR ; , TIPO=A, VALOR=;900243000-8;, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:09:28.0, APLICACION=5, VERSION=0}
{CODIGO=NITSPRIM, NOMBRE=NIT DE LOS PROVEEDORES DE OTROS SERVICIOS PARA EL AHORRO EN V_TOTALVNETAS NEGOCIO SEPARADOS POR ;, TIPO=A, VALOR=;900243000-8;, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:09:28.0, APLICACION=5, VERSION=0}
{CODIGO=TPJLOTDH, NOMBRE=Tipos de Juegos loteria y doble chance que no van en los reportes de gamble, TIPO=A, VALOR=2,3,4,5,6,7,8,9,10,11,12,13, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:09:29.0, APLICACION=6, VERSION=0}
{CODIGO=SHOWNVSV, NOMBRE=MOSTRAR VENTA NUEVOS SERVICIOS, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2020-07-27 09:55:16.0, APLICACION=6, VERSION=0}
{CODIGO=LOGFANUL, NOMBRE=CREACION DE LOG EN ANULACION DE FORMULARIOS , TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:09:29.0, APLICACION=5, VERSION=0}
{CODIGO=ASTRONOM, NOMBRE=NOMBRE SORTEO, TIPO=A, VALOR=S¿ER ASTRO, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:09:29.0, APLICACION=11, VERSION=0}
{CODIGO=showwin, NOMBRE=muestra ventana informativa de sarlaf, TIPO=a, VALOR=n, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:09:30.0, APLICACION=16, VERSION=0}
{CODIGO=TJSCMDIN, NOMBRE=TIENE TODO LOS TIPOS DE JUEGO QUE SON DE TIPO COMODIN SEPARADOS POR COMAS AL PRINCIPIO YA AL FINAL, TIPO=A, VALOR=,30,, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:09:30.0, APLICACION=5, VERSION=0}
{CODIGO=TJCOLSPR, NOMBRE=TIENE TODOS LOS TIPOS DE JUEGO QUE EN EL COLILLAZO SI SU DETALLE TIENE PREMIO NO HACE COLILLAZO, TIPO=A, VALOR=,34,, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:09:30.0, APLICACION=7, VERSION=0}
{CODIGO=FECHCADU, NOMBRE=MENSAJE QUE SE IMPRIME PARA LA FECHA DE CADUCIDAD EN LA FACTURA DE RECARGA DE CELULAR, TIPO=A, VALOR=*, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:09:31.0, APLICACION=17, VERSION=0}
{CODIGO=CAMBFECH, NOMBRE=CAMBIAR IMPRESION DE LA FECHA DE CADUCIDAD POR MENSAJE DE PARAMETRO DEL SISTEMA, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:09:31.0, APLICACION=17, VERSION=0}
{CODIGO=SHOWWIN, NOMBRE=muestra ventana informativa de sarlaf, TIPO=a, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:09:31.0, APLICACION=16, VERSION=0}
{CODIGO=VARANFID, NOMBRE=VALIDACION DE RANGOS EN FIDELIZACION PARA DAR ARTICULOS, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:09:32.0, APLICACION=2, VERSION=1}
{CODIGO=TIPOJUAR, NOMBRE=TIPOS DE JUEGOS CONFIGURADOS PARA ENTREGA DE PREMIOS EN REGLA 7 FIDELIZACION, TIPO=A, VALOR=,1,2,3,4,, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:09:32.0, APLICACION=2, VERSION=0}
{CODIGO=TEREPORT, NOMBRE=MAQUINA QUE EMITE EL COMPROBANTE INFORME DIARIO DIAN, TIPO=A, VALOR=ACTIVO NO. 89, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:14:58.0, APLICACION=17, VERSION=0}
{CODIGO=TIMPROME, NOMBRE=TIEMPO DE ESPERA ENTRE MENSAJES (SEGUNDOS), TIPO=N, VALOR=3, LOGIN=GAMBLE, FECHAUPD=2012-01-14 00:00:00.0, APLICACION=6, VERSION=0}
{CODIGO=MEVALRET, NOMBRE=MUESTRA O NO MENSAJE CON VALORES DE RETENCION, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:14:59.0, APLICACION=5, VERSION=0}
{CODIGO=LIMCAMPV, NOMBRE=LIMPIAR CAMPOS EN EL PUNTO DE VENTA, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:14:59.0, APLICACION=5, VERSION=0}
{CODIGO=LOTESCRE, NOMBRE=ESCRUTINIO DE PRODUCTOS ASOCIADOS A TIPOS DE JUEGO DESTINO REMOTO, TIPO=A, VALOR=,37,, LOGIN=GAMBLE, FECHAUPD=2021-05-25 15:58:02.0, APLICACION=7, VERSION=0}
{CODIGO=NUMDIRES, NOMBRE=N¿ERO DE DIAS PARA CONSULTAR RESULTADOS, TIPO=N, VALOR=7, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:15:03.0, APLICACION=6, VERSION=0}
{CODIGO=VALLIST, NOMBRE=VARIABLE QUE INDICA QUE ESTA ACTIVO UN COMPONENTE, TIPO=A, VALOR=OFF, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:15:03.0, APLICACION=17, VERSION=0}
{CODIGO=MAILSEGU, NOMBRE=Servidor de correo tiene seguridad, TIPO=A, VALOR=SI, LOGIN=GAMBLE, FECHAUPD=2011-12-01 00:00:00.0, APLICACION=1, VERSION=3}
{CODIGO=PROTENV, NOMBRE=Protocolo entrada del servidor, TIPO=A, VALOR=imap, LOGIN=GAMBLE, FECHAUPD=2011-12-01 00:00:00.0, APLICACION=1, VERSION=4}
{CODIGO=PORTOUT, NOMBRE=Puerto del Correo del que salen todos los mensajes, TIPO=A, VALOR=465, LOGIN=GAMBLE, FECHAUPD=2011-12-01 00:00:00.0, APLICACION=1, VERSION=5}
{CODIGO=ACCPRSEG, NOMBRE=DATOS CONFIG IMPRESION PREMIOSEGURO (NIT,NOMBRE,POLIZA,VALOR,MENOR,MAYOR);(NIT..), TIPO=A, VALOR=860026182-5,ASEGURADORA COLSEGUROS S.A,SUAF17,500,500000,1000000;860027404-1,ASEGURADORA DE VIDA COLSEGUROS S.A,APAF3737,500,500000,1000000, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:15:11.0, APLICACION=5, VERSION=0}
{CODIGO=VALIMPCI, NOMBRE=Indica si imprime o no el reporte consolidado venta por vendedor, valores posibles N o S, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:15:12.0, APLICACION=6, VERSION=0}
{CODIGO=VAMCPRTJ, NOMBRE=VALOR MINIMO PREMIO A CONGELAR POR TIPO JUEGO, TIPO=A, VALOR=1=50000;, LOGIN=GAMBLE, FECHAUPD=2019-12-26 17:03:57.0, APLICACION=3, VERSION=0}
{CODIGO=CAMBPAPL, NOMBRE=ACTIVA FUNCIONALIDAD MENSAJE CAMBIO PAPELERIA, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:15:12.0, APLICACION=5, VERSION=0}
{CODIGO=MVENPREP, NOMBRE=ACTIVAR LA MODALIDAD DE VENTA PREPAGO, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:15:14.0, APLICACION=5, VERSION=1}
{CODIGO=MOSTOPVT, NOMBRE=PARAMETRO QUE INDICA (S)I MUESTRA O (N)O LOS TOPES DE VENTA A LOS VENDEDORES, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:15:14.0, APLICACION=5, VERSION=1}
{CODIGO=ONMPUADM, NOMBRE=OPCIONES NUEVO MODELO DE VALIDACION DE PASSWORDS PARA USUARIOS ADMINISTRATIVOS, TIPO=A, VALOR=0, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:15:14.0, APLICACION=5, VERSION=0}
{CODIGO=ONMPUVEN, NOMBRE=OPCIONES NUEVO MODELO DE VALIDACION DE PASSWORDS PARA USUARIOS VENDEDORES, TIPO=A, VALOR=0, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:15:14.0, APLICACION=5, VERSION=0}
{CODIGO=ONMPAPRE, NOMBRE=VALORES DE LAS PREFERENCIAS PARA USUARIOS ADMINISTRATIVOS, TIPO=A, VALOR=0, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:15:14.0, APLICACION=5, VERSION=0}
{CODIGO=ONMPVPRE, NOMBRE=VALORES DE LAS PREFERENCIAS PARA USUARIOS VENDEDORES, TIPO=A, VALOR=0, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:15:14.0, APLICACION=5, VERSION=0}
{CODIGO=ANULFORM, NOMBRE=VALIDA CIERRE DE LOTERIAS PARA PROCESO DE ANULACION(S/N), TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2018-07-26 14:26:25.0, APLICACION=5, VERSION=0}
{CODIGO=MVEPREPR, NOMBRE=PARAMETRO RECAUDO VENTA PREPAGO PROVEEDOR, TIPO=A, VALOR=719790610-7, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:17:30.0, APLICACION=18, VERSION=1}
{CODIGO=MVEPRESE, NOMBRE=PARAMETRO RECAUDO VENTA PREPAGO SERVICIO, TIPO=A, VALOR=215, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:17:30.0, APLICACION=18, VERSION=1}
{CODIGO=MVEPREPO, NOMBRE=PARAMETRO RECAUDO VENTA PREPAGO PRODUCTO, TIPO=A, VALOR=250, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:17:30.0, APLICACION=18, VERSION=1}
{CODIGO=CJDIPRCV, NOMBRE=LOS PROCESOS QUE SE PUEDEN DIGITAR EN CAJAS DIARIAS JAVA NUEVA 27, 28, TIPO=A, VALOR=,27,28,, LOGIN=GAMBLE, FECHAUPD=2012-08-12 02:17:30.0, APLICACION=18, VERSION=1}
{CODIGO=CLAVEPPB, NOMBRE=CONTIENE TODOS LOS TIPOS DE CLAVES QUE EMPLEAN PAPELERIA EN BLANCO ,CLAVE1,..,CLAVE#, TIPO=A, VALOR=,S,N,M,A,V,G,Y,J,C,D,O,L,X,Z,BP,BT,MLT,, LOGIN=GAMBLE, FECHAUPD=2023-10-01 22:27:49.0, APLICACION=17, VERSION=0}
{CODIGO=VALDIREC, NOMBRE=PARAMETRO PARA HABILITACION DE VALIDACION TIPO VENDEDOR Y TIPO DE CONEXION A BASE DE DATOS I/D, TIPO=A, VALOR=D, LOGIN=GAMBLE, FECHAUPD=2021-11-22 21:55:13.0, APLICACION=5, VERSION=0}
{CODIGO=TESOGRCI, NOMBRE=REGISTRA MVTOS. GIROS EN CVS Y TESORERIA SI[S] TESORERIA[T] CVS_CP[C] NO[N], TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2021-09-24 22:19:52.0, APLICACION=19, VERSION=0}
{CODIGO=MULTEMPR, NOMBRE=[S(Si)-N(No)]Indica si la empresa utiliza el modelo Multiempresa, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:07:52.0, APLICACION=19, VERSION=0}
{CODIGO=TIOUTDCH, NOMBRE=TIMEOUT PARA LA VENTA DE DOBLE CHANCE, TIPO=N, VALOR=15, LOGIN=CP89005500, FECHAUPD=2019-07-23 08:59:16.0, APLICACION=5, VERSION=0}
{CODIGO=PROANULA, NOMBRE=Define el proceso de anulaci¿n autom¿tica que se usara en el punto venta, TIPO=N, VALOR=2, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:07:52.0, APLICACION=5, VERSION=0}
{CODIGO=EPAYLCAL, NOMBRE=TIPO DE SERVICIO QUE IDENTIFICA RECAUDOS LOCALES DE EPAYMENT, TIPO=N, VALOR=D, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:07:52.0, APLICACION=15, VERSION=0}
{CODIGO=RESETPW, NOMBRE=Valida si en el reseteo de contrase¿a se aplica el CV/CP o solo los 4 ultimos digitos de la cedula, TIPO=P, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:07:52.0, APLICACION=5, VERSION=0}
{CODIGO=NOMCOLOT, NOMBRE=NUMERO DE CARACTERES DE NOMBRE CORTO DE LOTERIA, TIPO=A, VALOR=7, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:07:52.0, APLICACION=5, VERSION=0}
{CODIGO=RECALRCJ, NOMBRE=INDICA AL MOMENTO DE HACER UN RECAUDO SI HACE RECALCULO DE REGISTROCAJAS (S) O NO (N), TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:07:52.0, APLICACION=6, VERSION=0}
{CODIGO=VAMEVTFU, NOMBRE=VALIDA SI SE IMPRIME MENSAJE DE NOTIFICACION DE VENTA FUTURA, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:07:52.0, APLICACION=5, VERSION=0}
{CODIGO=TIPCONEX, NOMBRE=TIPO DE CONEXION A BASE DE DATOS I/D, TIPO=A, VALOR=I, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:07:52.0, APLICACION=5, VERSION=0}
{CODIGO=EPAYAUTO, NOMBRE=MANEJA EPAYMENT AUTONOMO, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2020-08-20 10:15:55.0, APLICACION=5, VERSION=0}
{CODIGO=CCTOBSER, NOMBRE=PARAMETRO PARA OBTENER EL CCOSTO QUE SERA UTILIZADO AL MOMENTO DE GENERAR EL SALDO FINAL POR BOLSA, TIPO=A, VALOR=CODIGO_CENTRO_COSTO, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:07:57.0, APLICACION=17, VERSION=1}
{CODIGO=TNCPBLSA, NOMBRE=CODIGO TRANSACCION COMPRA BOLSA, TIPO=A, VALOR=134, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:07:57.0, APLICACION=17, VERSION=0}
{CODIGO=INSBLSA, NOMBRE=CODIGO INTERES SOBRE. BOLSA, TIPO=A, VALOR=135, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:07:57.0, APLICACION=17, VERSION=0}
{CODIGO=PCPPBLSA, NOMBRE=PROCESO COMPRA BOLSA, TIPO=A, VALOR=80, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:07:57.0, APLICACION=17, VERSION=0}
{CODIGO=PCINBLSA, NOMBRE=PROCESO INT. SOBREUPO BOLSA, TIPO=A, VALOR=81, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:07:57.0, APLICACION=17, VERSION=0}
{CODIGO=DTBLSSRV, NOMBRE=CODIGO DATO BOLSA SERVICIO, TIPO=A, VALOR=725, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:07:57.0, APLICACION=17, VERSION=0}
{CODIGO=ETBLSSRV, NOMBRE=CODIGO ENTIDAD BOLSA SERVICIO, TIPO=A, VALOR=790, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:07:57.0, APLICACION=17, VERSION=0}
{CODIGO=VALIACCE, NOMBRE=PERMITE DEFINIR SI SE VALIDA EL INGRESO DEL PUNTO DE VENTA, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2021-11-09 11:59:19.0, APLICACION=6, VERSION=0}
{CODIGO=VALIREAC, NOMBRE=PERMITE DEFINIR SI SE REGISTRA EL ACCESO AL INGRESAR AL PUNTO DE VENTA, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:12:04.0, APLICACION=6, VERSION=0}
{CODIGO=ENVIACON, NOMBRE=PERMITE DEFINIR SI SE DEBE CONSULTAR LAS CONEXIONES DE ACCESO, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2018-07-13 14:52:25.0, APLICACION=6, VERSION=0}
{CODIGO=CTRLTIPD, NOMBRE=PERMITE DETERMINAR SI EL CONTROL DE INACTIVIDAD ES POR TIPO DE DISPOSITIVO, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:12:04.0, APLICACION=6, VERSION=0}
{CODIGO=CTRLINAC, NOMBRE=PERMITE DETERMINAR SI ESTA ACTIVO O INACTIVO EL CONTROL DE INACTIVIDAD, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:12:04.0, APLICACION=6, VERSION=0}
{CODIGO=ACTTRIPL, NOMBRE=DETERMINA SI ESTA ACTIVO TRIPLETAZO, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2018-02-27 22:14:03.0, APLICACION=5, VERSION=0}
{CODIGO=PRDTRIPL, NOMBRE=DETERMINA EL PRODUCTO TRIPLETAZO (CODIGO), TIPO=N, VALOR=96, LOGIN=GAMBLE, FECHAUPD=2018-02-28 11:37:43.0, APLICACION=5, VERSION=0}
{CODIGO=CJTRIPLE, NOMBRE=CONFIGURAR LA CLASE DE JUEGO PARA EL TRIPLETAZO NUMERO, TIPO=N, VALOR=508, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:12:04.0, APLICACION=5, VERSION=0}
{CODIGO=TPOJUACC, NOMBRE=Registra los tipos de juego que acumularan en la tabla acumuladoventanumccosto, TIPO=A, VALOR=*, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:12:04.0, APLICACION=5, VERSION=0}
{CODIGO=DATVENDR, NOMBRE=LIMPIAR INFORMACI¿N DEL VENDEDOR AL GENERAR LA TRANSACCION, TIPO=N, VALOR=1, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:12:04.0, APLICACION=6, VERSION=0}
{CODIGO=HORACIEC, NOMBRE=VALIDA SI LA HORA DE CIERRA ES DE LA BD LOCAL O CENTRAL, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:12:04.0, APLICACION=5, VERSION=0}
{CODIGO=ACTIVAGC, NOMBRE=Acumulados de gane cinco local, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:12:04.0, APLICACION=5, VERSION=0}
{CODIGO=VALREDIV, NOMBRE=VALIDA SI SE REDONDEA O NO EL VALOR DE UNA APUESTA MARCADA CON IVA Y EL VALOR AL CUAL REDONDEAR, TIPO=A, VALOR=S,100, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:12:04.0, APLICACION=11, VERSION=0}
{CODIGO=RECIVATC, NOMBRE=RECALCULA VENTA E IVA EN LOCAL AL ELIMINAR UN NUMERO POR TOPE EN EL MODELO DE TOPE CENTRAL (S/N), TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2017-02-19 23:12:04.0, APLICACION=5, VERSION=0}
{CODIGO=NITADBCH, NOMBRE=NIT ALTERNO DEL PROVEEDOR CONFIGURADO EN EQUIVALENCIAS PARA LA VENTA DE DOBLE CHANCE, TIPO=A, VALOR=805024578-9, LOGIN=GAMBLE, FECHAUPD=2017-06-04 23:45:20.0, APLICACION=5, VERSION=0}
{CODIGO=NITDBCHN, NOMBRE=NIT ALTERNO DEL PROVEEDOR CONFIGURADO EN EQUIVALENCIAS PARA LA VENTA DE DOBLE CHANCE NACIONAL, TIPO=A, VALOR=98765432, LOGIN=GAMBLE, FECHAUPD=2018-07-03 11:06:26.0, APLICACION=5, VERSION=0}
{CODIGO=IPSIDAN, NOMBRE=Conexiones,IPs y PUERTOS DE CONFIGURACION DOBLE CHANCE NACIONAL(codEmpr1=conexion:ip:puerto1;), TIPO=A, VALOR=025=172.22.211.5:5003;, LOGIN=GAMBLE, FECHAUPD=2018-07-03 17:53:20.0, APLICACION=20, VERSION=0}
{CODIGO=TIOUDAN, NOMBRE=Time Out Empresa Transaccion Doble Acierto Nacional(segundos), TIPO=A, VALOR=10, LOGIN=GAMBLE, FECHAUPD=2023-06-25 21:44:37.0, APLICACION=20, VERSION=0}
{CODIGO=ACIPSDAN, NOMBRE=Controla si se debe actualizar en memoria del socket doble acierto el parametro IPSIDAN, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2017-09-25 00:20:00.0, APLICACION=20, VERSION=0}
{CODIGO=MODALIDC, NOMBRE=Parametro para control de modalidades doble acierto nacional, TIPO=A, VALOR=550=1;5000, LOGIN=GAMBLE, FECHAUPD=2018-07-05 09:07:18.0, APLICACION=20, VERSION=0}
{CODIGO=MENIMPDA, NOMBRE=Mensaje para el formato de impresi¿n A34 DOBLE ACIERTO, TIPO=A, VALOR=***GRAN ACUMULADO ${1}***|JUEGO PARAMUTUAL, LOGIN=GAMBLE, FECHAUPD=2017-09-25 00:20:02.0, APLICACION=5, VERSION=0}
{CODIGO=SEGTOPTZ, NOMBRE=VALOR DEL SEGUNDO TOPE PARA TRIPLETAZO, TIPO=N, VALOR=0, LOGIN=GAMBLE, FECHAUPD=2017-09-25 00:20:03.0, APLICACION=5, VERSION=0}
{CODIGO=CTRLTESC, NOMBRE=CONTROL LOTERIA ESCRUTINIO, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2017-09-25 00:20:04.0, APLICACION=6, VERSION=0}
{CODIGO=IMPNLINE, NOMBRE=CADENA CON LOS NUMEROS GENERADOS $varnumeros$ Y VALOR DE LOS NUMEROS $varvalor$, TIPO=A, VALOR=Los numeros generados son: $varnumeros$. Valor por numero apostado: $varvalor$, LOGIN=GAMBLE, FECHAUPD=2017-09-25 00:20:04.0, APLICACION=5, VERSION=0}
{CODIGO=CELONOFF, NOMBRE=VALIDA PRODUCTO CUATRO EN LINEA, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2017-09-25 00:20:04.0, APLICACION=5, VERSION=0}
{CODIGO=ACTLOTF, NOMBRE=Determina si esta activo loteria fisica, TIPO=A, VALOR=S, LOGIN=GAMBLE, FECHAUPD=2018-04-19 09:58:04.0, APLICACION=5, VERSION=0}
{CODIGO=PAREONU, NOMBRE=VALIDA SI PAGA O NO EL PREMIO A UNA PERSONA REPORTADA EN LISTA ONU, TIPO=A, VALOR=N, LOGIN=GAMBLE, FECHAUPD=2017-09-25 00:20:10.0, APLICACION=16, VERSION=0}
{CODIGO=VALREDON, NOMBRE=VALOR DE REDONDEO EN EL PREMIO ACUMULADO DE DOBLE ACIERTO, TIPO=N, VALOR=100000, LOGIN=GAMBLE, FECHAUPD=2017-09-25 00:20:39.0, APLICACION=7, VERSION=0}
